type	item_code	type_description	year	location_status	location	status	units	source_file	source_table_range	as_of	data_quality
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A431	22	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A431	25	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A431	26	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A431	27	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A431	28	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A431	29	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A431	3	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A431	30	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A431	31	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A431	32	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A431	33	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A431	34	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A431	35	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A431	5	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	1	BOOKING	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	16	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	2	BOOKING	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	20	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	21	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	22	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	23	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	24	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	25	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	26	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	27	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	28	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	29	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	3	BOOKING	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	30	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	31	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	32	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	33	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	34	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	35	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	4	BOOKING	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	5	BOOKING	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-BK	H1B02N42S4 A/T	2026	A434	6	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A252	25	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A252	34	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	0	BOOKING	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	19	BOOKING	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	20	BOOKING	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	23	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	24	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	25	BOOKING	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	27	BOOKING	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	28	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	30	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	31	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	35	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	36	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	37	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	38	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	39	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	5	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A253	6	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	1	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	10	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	11	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	12	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	13	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	14	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	15	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	16	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	17	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	18	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	19	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	20	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	22	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	25	BOOKING	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	27	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	29	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	31	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	32	BOOKING	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	33	BOOKING	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	34	BOOKING	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	36	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	5	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	6	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A254	9	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A255	11	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A255	12	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A255	16	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A255	17	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A255	19	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A255	2	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A255	21	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A255	22	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A255	24	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A255	25	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A255	26	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A255	35	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A255	37	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A255	38	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A255	4	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A262	17	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A262	20	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A262	24	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A262	25	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A262	26	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A262	27	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A262	28	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A262	31	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A262	32	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A262	5	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A262	7	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A262	8	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A263	30	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A263	31	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A263	32	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A263	33	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A263	35	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A263	36	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A263	37	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A263	40	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A275	2	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A275	29	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A431	14	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A431	23	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
BEAT SPORTY CBS ISS	MK2-ML	H1B02N42S4 A/T	2026	A431	24	RFS	1	StokMD - 2026-08-06T080446.204.xls	HTML table / 3,496 data rows	2026-08-06 08:04:46	MD source has no aging field; MD aging unavailable
