effective_start	effective_end	program_family	product	otr_rupiah	dp_thousand_rupiah	voucher_thousand_rupiah	cukup_bayar_thousand_rupiah	installment_12_thousand	installment_24_thousand	installment_36_thousand	installment_42_thousand	installment_48_thousand	source_filename	source_sheet	source_rows	offer_row	unit_note	data_quality
2026-08-01	2026-08-31	SMH	ADV 160 CBS	35565000	5400	0	5400	3086.8846307802482	1780.905161626178	1368.8236977738836	1227.461635655199	1142.7566584882495	1. PL SMH periode Agustus 2026.xlsx	PL 1	31-33	33	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	ADV 160 ABS	38485000	3100	0	3100	3594.78513534669	2070.625342902842	1590.5646441281103	1425.4730554371224	1326.3912269464731	1. PL SMH periode Agustus 2026.xlsx	PL 1	35-37	35	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	ADV 160 ABS	38485000	3900	0	3900	3518.361024147922	2027.5256893307942	1557.720459103859	1396.269984899268	1299.4173814428138	1. PL SMH periode Agustus 2026.xlsx	PL 1	35-37	36	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	ADV 160 ABS	38485000	5800	0	5800	3336.8537600508475	1925.16401209718	1479.7155196712624	1326.912692371863	1235.3544983716235	1. PL SMH periode Agustus 2026.xlsx	PL 1	35-37	37	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	ADV 160 ABS RoadSync	40000000	3200	0	3200	3734.750784144797	2151.2653334818137	1652.5141142639143	1480.9972184891271	1378.0600494750684	1. PL SMH periode Agustus 2026.xlsx	PL 1	39-41	39	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	ADV 160 ABS RoadSync	40000000	4000	0	4000	3658.3266729460283	2108.165679909766	1619.6699292396631	1451.7941479512726	1351.0862039714093	1. PL SMH periode Agustus 2026.xlsx	PL 1	39-41	40	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	ADV 160 ABS RoadSync	40000000	6000	0	6000	3467.2663949491084	2000.416545979646	1537.5594666790355	1378.786471606636	1283.6515902122612	1. PL SMH periode Agustus 2026.xlsx	PL 1	39-41	41	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Revo Fit	16815000	1400	0	1400	1702.086568475216	1021.1666018956449	811	741.0144647210722	700.0976722257928	1. PL SMH periode Agustus 2026.xlsx	PL 2	7-9	7	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Revo Fit	16815000	1700	0	1700	1671.947942833327	1003.452377110954	797.1496518286324	728.3569627828368	688.2243400842774	1. PL SMH periode Agustus 2026.xlsx	PL 2	7-9	8	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Revo Fit	16815000	2600	0	2600	1581.5320659076601	950.3097027568812	755.2642894159928	690.3844569681313	652.6043436597314	1. PL SMH periode Agustus 2026.xlsx	PL 2	7-9	9	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Revo X	18555000	1500	0	1500	1872.630402001605	1123.552459254521	892	815.3477544370147	770.3422840636879	1. PL SMH periode Agustus 2026.xlsx	PL 2	11-13	11	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Revo X	18555000	1900	0	1900	1832.4455678124198	1099.9334928749329	873.8408196203441	798.4710851860343	754.5111745416674	1. PL SMH periode Agustus 2026.xlsx	PL 2	11-13	12	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Revo X	18555000	2800	0	2800	1742.0296908867533	1046.7908185208598	831.9554572077044	760.4985793713288	718.8911781171212	1. PL SMH periode Agustus 2026.xlsx	PL 2	11-13	13	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CB 150 Verza Spoke	23110000	2400	0	2400	2210.331188326879	1305.7449970371417	1024	928.8400329664431	872.6540819464224	1. PL SMH periode Agustus 2026.xlsx	PL 2	15-17	15	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CB 150 Verza Spoke	23110000	3500	0	3500	2102.0102994337576	1243.1027867253383	975	884.9867696625547	831.7577604604855	1. PL SMH periode Agustus 2026.xlsx	PL 2	15-17	16	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CB 150 Verza Spoke	23110000	4200	0	4200	2033.0788246835896	1203.239561981463	944	857.0801475600804	805.7328286057984	1. PL SMH periode Agustus 2026.xlsx	PL 2	15-17	17	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CB 150 Verza CW	23760000	2400	0	2400	2276.4576444223917	1344.7597045686114	1055	956.5672553554018	898.6929557288888	1. PL SMH periode Agustus 2026.xlsx	PL 2	19-21	19	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CB 150 Verza CW	23760000	3600	0	3600	2158.289401993532	1276.4227478648256	1001	908.7273317511598	854.0787868351396	1. PL SMH periode Agustus 2026.xlsx	PL 2	19-21	20	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CB 150 Verza CW	23760000	4300	0	4300	2089.3579272433644	1236.5595231209506	970	880.8207096486855	828.0538549804523	1. PL SMH periode Agustus 2026.xlsx	PL 2	19-21	21	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CB 150R STD	32685000	3300	0	3300	3095.7985712968293	1829.2089327613364	1435	1301.4034046852278	1222.76609599475	1. PL SMH periode Agustus 2026.xlsx	PL 2	23-25	23	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CB 150R STD	32685000	5000	0	5000	2928.3935611892784	1732.3982440976401	1359	1233.630179579218	1159.5626900619386	1. PL SMH periode Agustus 2026.xlsx	PL 2	23-25	24	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CB 150R STD	32685000	5900	0	5900	2839.767379367633	1681.1455265698007	1319	1197.750236876037	1126.1020633916266	1. PL SMH periode Agustus 2026.xlsx	PL 2	23-25	25	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CB 150R SE	33695000	3400	0	3400	3188.7015572325804	1884.137039610561	1478	1340.5005822507944	1259.5086524643089	1. PL SMH periode Agustus 2026.xlsx	PL 2	27-29	27	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CB 150R SE	33695000	5100	0	5100	3021.29654712503	1787.3263509468643	1402	1272.7273571447852	1196.305246531497	1. PL SMH periode Agustus 2026.xlsx	PL 2	27-29	28	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CB 150R SE	33695000	6100	0	6100	2922.823011767646	1730.3788870270432	1358	1232.8607541412503	1159.1267724533725	1. PL SMH periode Agustus 2026.xlsx	PL 2	27-29	29	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Supra X 125 SW	19990000	1600	600	1000	1883.6590654188833	1070.534479540698	813	724.1319732796403	670.2034892572277	1. PL SMH periode Agustus 2026.xlsx	PL 2	7-9	7	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Supra X 125 SW	19990000	2000	600	1400	1846.0285368846392	1049.585157128754	798	710.179728564327	657.3829006396519	1. PL SMH periode Agustus 2026.xlsx	PL 2	7-9	8	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Supra X 125 SW	19990000	3000	600	2400	1751.9522155490286	997.2118510988945	758	675.2991167760439	625.3314290957123	1. PL SMH periode Agustus 2026.xlsx	PL 2	7-9	9	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Supra X 125 CW	21025000	1700	600	1100	1974.843339522155	1122.4306647526257	853	759.2724456257461	702.7425438120297	1. PL SMH periode Agustus 2026.xlsx	PL 2	11-13	11	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Supra X 125 CW	21025000	2200	600	1600	1927.8051788543498	1096.2440117376957	833	741.8321397316043	686.7168080400597	1. PL SMH periode Agustus 2026.xlsx	PL 2	11-13	12	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Supra X 125 CW	21025000	3200	600	2600	1833.7288575187392	1043.8707057078361	794	706.9515279433215	654.6653364961202	1. PL SMH periode Agustus 2026.xlsx	PL 2	11-13	13	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Supra GTR 150 SPORTY	25625000	2100	600	1500	2384.287927239962	1355.40806672626	1030	917.0025637610154	848.7850662096374	1. PL SMH periode Agustus 2026.xlsx	PL 2	15-17	15	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Supra GTR 150 SPORTY	25625000	2600	600	2000	2337.249766572157	1329.22141371133	1010.1193668100867	899.5622578668738	832.7593304376676	1. PL SMH periode Agustus 2026.xlsx	PL 2	15-17	16	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Supra GTR 150 SPORTY	25625000	3900	600	3300	2214.9505488358627	1261.1361158725126	958.7936678349897	854.2174625421059	791.0924174305461	1. PL SMH periode Agustus 2026.xlsx	PL 2	15-17	17	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Supra GTR 150 Exclusive	25880000	2100	600	1500	2409.071440370776	1369.4844401879052	1041	926.5197386874485	857.591608659729	1. PL SMH periode Agustus 2026.xlsx	PL 2	19-21	19	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Supra GTR 150 Exclusive	25880000	2600	600	2000	2362.033279702971	1343.2977871729752	1020.8112995327375	909.0794327933068	841.5658728877592	1. PL SMH periode Agustus 2026.xlsx	PL 2	19-21	20	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Supra GTR 150 Exclusive	25880000	3900	600	3300	2239.734061966677	1275.212489334158	969.4856005576406	863.7346374685388	799.8989598806378	1. PL SMH periode Agustus 2026.xlsx	PL 2	19-21	21	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CRF 150L	37130000	3000	0	3000	3649.787866619006	2191.0145971507964	1740.711914935225	1590.630296072202	1503.10745078817	1. PL SMH periode Agustus 2026.xlsx	PL 2	7-9	7	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CRF 150L	37130000	3800	0	3800	3569.4181982406353	2143.7766643916207	1703.480481679545	1556.8769575702418	1471.445231744129	1. PL SMH periode Agustus 2026.xlsx	PL 2	7-9	8	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CRF 150L	37130000	5600	0	5600	3388.586444389302	2037.4913156834746	1619.7097568542658	1480.9319459408305	1400.205238895037	1. PL SMH periode Agustus 2026.xlsx	PL 2	7-9	9	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CBR 150R STD Black	37425000	3800	0	3800	3423.300343179733	1972.7223377611526	1516	1358.5177242223774	1264.2788981704198	1. PL SMH periode Agustus 2026.xlsx	PL 2	11-13	11	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CBR 150R STD Black	37425000	5700	0	5700	3241.793079082659	1870.3606605275386	1438	1289.1604316949729	1200.216015099229	1. PL SMH periode Agustus 2026.xlsx	PL 2	11-13	12	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CBR 150R STD Black	37425000	6800	0	6800	3136.7099261843523	1811.0986368659724	1392	1249.0062097054224	1163.1269775316978	1. PL SMH periode Agustus 2026.xlsx	PL 2	11-13	13	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CBR 150R STD Merah Hitam / Red	38130000	3900	0	3900	3483.3253208324	2007.3674555393736	1542	1382.404010730434	1286.5200981871947	1. PL SMH periode Agustus 2026.xlsx	PL 2	15-17	15	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CBR 150R STD Merah Hitam / Red	38130000	5800	0	5800	3301.818056735326	1905.0057783057596	1464	1313.046718203029	1222.4572151160041	1. PL SMH periode Agustus 2026.xlsx	PL 2	15-17	16	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CBR 150R STD Merah Hitam / Red	38130000	6900	0	6900	3196.7349038370194	1845.7437546441934	1419	1272.892496213479	1185.3681775484727	1. PL SMH periode Agustus 2026.xlsx	PL 2	15-17	17	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CBR 150R ABS Black	41465000	4200	0	4200	3783.8047214415583	2180.579037043069	1675	1501.714980604748	1397.5667839960636	1. PL SMH periode Agustus 2026.xlsx	PL 2	19-21	19	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CBR 150R ABS Black	41465000	6300	0	6300	3583.191429544792	2067.4424464164426	1589	1425.0569204428793	1326.7604395489584	1. PL SMH periode Agustus 2026.xlsx	PL 2	19-21	20	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CBR 150R ABS Black	41465000	7500	0	7500	3468.5552627466395	2002.7929660583704	1540	1381.2523146360975	1286.2996712934694	1. PL SMH periode Agustus 2026.xlsx	PL 2	19-21	21	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CBR 150R ABS Red	42170000	4300	0	4300	3843.829699094225	2215.22415482129	1702	1525.6012671128044	1419.8079840128385	1. PL SMH periode Agustus 2026.xlsx	PL 2	23-25	23	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CBR 150R ABS Red	42170000	6400	0	6400	3643.2164071974585	2102.087564194664	1616	1448.943206950936	1349.0016395657333	1. PL SMH periode Agustus 2026.xlsx	PL 2	23-25	24	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	CBR 150R ABS Red	42170000	7600	0	7600	3528.5802403993066	2037.4380838365919	1566	1405.1386011441539	1308.5408713102445	1. PL SMH periode Agustus 2026.xlsx	PL 2	23-25	25	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH_ACCESSORIES	BeAT Sporty CBS Acc	18727000	1500	150	1350	1816.0365399005404	1054.367311615581	815	733.6853646960391	684.8217637523538	2. PL SMH Accessories periode Agustus 2026.xlsx	PL Acc	7-9	7	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH_ACCESSORIES	BeAT Sporty CBS Acc	18727000	1900	150	1750	1777.4341444564593	1032.4119125758975	798.6145428704756	718.6422666069927	670.8809051459684	2. PL SMH Accessories periode Agustus 2026.xlsx	PL Acc	7-9	8	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH_ACCESSORIES	BeAT Sporty CBS Acc	18727000	2850	150	2700	1685.753455276767	980.2678398566493	758.5976192735241	682.9149086455077	637.7713659558027	2. PL SMH Accessories periode Agustus 2026.xlsx	PL Acc	7-9	9	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH_ACCESSORIES	BeAT Sporty ISS Deluxe Acc	19542000	1600	150	1450	1887.641715558578	1096.0282301783564	848	762.7204243951597	711.9423972155826	2. PL SMH Accessories periode Agustus 2026.xlsx	PL Acc	11-13	11	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH_ACCESSORIES	BeAT Sporty ISS Deluxe Acc	19542000	2000	150	1850	1849.039320114497	1074.072831138673	830.8610223664487	747.6773263061134	698.001538609197	2. PL SMH Accessories periode Agustus 2026.xlsx	PL Acc	11-13	12	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH_ACCESSORIES	BeAT Sporty ISS Deluxe Acc	19542000	2950	150	2800	1757.358630934805	1021.9287584194246	790.844098769497	711.9499683446282	664.8919994190314	2. PL SMH Accessories periode Agustus 2026.xlsx	PL Acc	11-13	13	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH_ACCESSORIES	BeAT Sporty Deluxe Smart Key Acc	20072000	1650	150	1500	1935.6575946496641	1123.945617827266	869	782.1673894497743	730.1029794613883	2. PL SMH Accessories periode Agustus 2026.xlsx	PL Acc	15-17	15	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH_ACCESSORIES	BeAT Sporty Deluxe Smart Key Acc	20072000	2050	150	1900	1897.055199205583	1101.9902187875825	852.4642638779566	767.124291360728	716.1621208550027	2. PL SMH Accessories periode Agustus 2026.xlsx	PL Acc	15-17	16	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH_ACCESSORIES	BeAT Sporty Deluxe Smart Key Acc	20072000	3050	150	2900	1800.5492105953808	1047.1017211883739	810.3411864074811	729.5165461381121	681.3099743390391	2. PL SMH Accessories periode Agustus 2026.xlsx	PL Acc	15-17	17	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH_ACCESSORIES	Scoopy Fashion Acc	22537500	1833	333	1500	2241.3192698716402	1339.638955935745	1061	967.4305539566425	912.7914505810617	2. PL SMH Accessories periode Agustus 2026.xlsx	PL Acc	19-21	19	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH_ACCESSORIES	Scoopy Fashion Acc	22537500	2333	333	2000	2191.3377762035834	1310.379646578405	1038	946.628392011278	893.3058099021008	2. PL SMH Accessories periode Agustus 2026.xlsx	PL Acc	19-21	20	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH_ACCESSORIES	Scoopy Fashion Acc	22537500	3433	333	3100	2081.378490133859	1246.0091659922573	987	900.8636357314764	850.437400408387	2. PL SMH Accessories periode Agustus 2026.xlsx	PL Acc	19-21	21	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH_ACCESSORIES	Scoopy Prestige Acc / Scoopy Stylish Acc	23347500	1933	333	1600	2314.973098533749	1383.7467796057476	1096	999.3285890836645	942.9074825324296	2. PL SMH Accessories periode Agustus 2026.xlsx	PL Acc	23-25	23	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
