source_id	corpus	source_role	original_source_id	source_class	authority	source_file	searchable_folder	display_path	extension	manifest_sha256	actual_sha256	identity_match	manifest_units_type	manifest_units_total	actual_units_type	actual_units_total	unit_count_match	sheet_names	access_state	resolution_method	duplicate_group	mirror_relationship	storage_class	public_provenance_safe	historical_semantic_review	reconstruction_stage0	reconstruction_stage1	reconstruction_stage2	blocker	notes
WD-SRC-036	ASSDP	MIRROR_EXTRACTION_AID	WD-SRC-017	ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	1. ASSDP Channel Management 2023.txt	Basic/Materi Internal/txt	Basic/Materi Internal/txt/1. ASSDP Channel Management 2023.txt	txt	006b65e4e4278fd314aef3f8753bb49af4b127b7bfe9e6c6258f7f1f445817e0	006b65e4e4278fd314aef3f8753bb49af4b127b7bfe9e6c6258f7f1f445817e0	EXACT_HASH_MATCH	lines	309	lines	309	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED		Derived mirror of WD-SRC-017 (1. ASSDP Channel Management 2023.pptx)	PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Text extraction mirror derived from original PPTX/PDF presentation.
WD-SRC-037	ASSDP	MIRROR_EXTRACTION_AID	WD-SRC-018	ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	10.-Sales-_-Stock-Monitoring-per-Dealer.txt	Basic/Materi Internal/txt	Basic/Materi Internal/txt/10.-Sales-_-Stock-Monitoring-per-Dealer.txt	txt	27800fc5dd31e9be74f23d0d46252c620cc6bce914d58abb3b2edab8e96f659a	27800fc5dd31e9be74f23d0d46252c620cc6bce914d58abb3b2edab8e96f659a	EXACT_HASH_MATCH	lines	114	lines	114	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED		Derived mirror of WD-SRC-018	PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Text extraction mirror derived from original PPTX/PDF presentation.
WD-SRC-038	ASSDP	MIRROR_EXTRACTION_AID	WD-SRC-019	ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	11. Analisa Pricing _ FID-BA.txt	Basic/Materi Internal/txt	Basic/Materi Internal/txt/11. Analisa Pricing _ FID-BA.txt	txt	20e07f5921819709bb56605d58bbda85fcef82a87aed457874eaa01423086b46	20e07f5921819709bb56605d58bbda85fcef82a87aed457874eaa01423086b46	EXACT_HASH_MATCH	lines	231	lines	231	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED		Derived mirror of WD-SRC-019 (11. Analisa Pricing _ FID-BA.pptx)	PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Text extraction mirror derived from original PPTX/PDF presentation.
WD-SRC-039	ASSDP	MIRROR_EXTRACTION_AID	WD-SRC-020	ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	12. PICA.txt	Basic/Materi Internal/txt	Basic/Materi Internal/txt/12. PICA.txt	txt	774db657a1374a8ca1982fe9458d63a73f9dba77b4dd07641114d1e23a60ec33	774db657a1374a8ca1982fe9458d63a73f9dba77b4dd07641114d1e23a60ec33	EXACT_HASH_MATCH	lines	468	lines	468	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED		Derived mirror of WD-SRC-020 (12. PICA.pptx)	PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Text extraction mirror derived from original PPTX/PDF presentation.
WD-SRC-040	ASSDP	MIRROR_EXTRACTION_AID	WD-SRC-021	ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	13. KPI Highlight - ASSDP Jun_23.txt	Basic/Materi Internal/txt	Basic/Materi Internal/txt/13. KPI Highlight - ASSDP Jun_23.txt	txt	3ed2f37ae8716d47f6e8c5522eee9c37ccf9d9ccb17c12380ee3c9e43f526666	3ed2f37ae8716d47f6e8c5522eee9c37ccf9d9ccb17c12380ee3c9e43f526666	EXACT_HASH_MATCH	lines	222	lines	222	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED		Derived mirror of WD-SRC-021 (13. KPI Highlight - ASSDP Jun_23.pptx)	PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Text extraction mirror derived from original PPTX/PDF presentation.
WD-SRC-041	ASSDP	MIRROR_EXTRACTION_AID	WD-SRC-022	ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	14.-My-Hero-ASSDP-2023.txt	Basic/Materi Internal/txt	Basic/Materi Internal/txt/14.-My-Hero-ASSDP-2023.txt	txt	8298f85f441958b588eea4c3eb21fd97eae42d1f70b33b1b4a58539106809050	8298f85f441958b588eea4c3eb21fd97eae42d1f70b33b1b4a58539106809050	EXACT_HASH_MATCH	lines	304	lines	304	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED		Derived mirror of WD-SRC-022	PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Text extraction mirror derived from original PPTX/PDF presentation.
WD-SRC-042	ASSDP	MIRROR_EXTRACTION_AID	WD-SRC-023	ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	15.-INS-ASSDP.txt	Basic/Materi Internal/txt	Basic/Materi Internal/txt/15.-INS-ASSDP.txt	txt	422a22dc3104fee8e4a19ce1ba5bc4462d322241d80b450edecb2ec04c8785a1	422a22dc3104fee8e4a19ce1ba5bc4462d322241d80b450edecb2ec04c8785a1	EXACT_HASH_MATCH	lines	225	lines	225	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED		Derived mirror of WD-SRC-023	PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Text extraction mirror derived from original PPTX/PDF presentation.
WD-SRC-043	ASSDP	MIRROR_EXTRACTION_AID	WD-SRC-024	ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	15.-NOS-ASSDP.txt	Basic/Materi Internal/txt	Basic/Materi Internal/txt/15.-NOS-ASSDP.txt	txt	e6869533f3c7ff4124479d78b6c26630527aa06f772c69caec7015a8659272b8	e6869533f3c7ff4124479d78b6c26630527aa06f772c69caec7015a8659272b8	EXACT_HASH_MATCH	lines	263	lines	263	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED		Derived mirror of WD-SRC-024	PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Text extraction mirror derived from original PPTX/PDF presentation.
WD-SRC-044	ASSDP	MIRROR_EXTRACTION_AID	WD-SRC-025	ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	15.-TTM-ASSDP.txt	Basic/Materi Internal/txt	Basic/Materi Internal/txt/15.-TTM-ASSDP.txt	txt	92f92f0f8b854387337cbed1e9e6e3416df536595add4ef60369909bcc92f7b0	92f92f0f8b854387337cbed1e9e6e3416df536595add4ef60369909bcc92f7b0	EXACT_HASH_MATCH	lines	349	lines	349	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED		Derived mirror of WD-SRC-025	PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Text extraction mirror derived from original PPTX/PDF presentation.
WD-SRC-045	ASSDP	MIRROR_EXTRACTION_AID	WD-SRC-026	ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	2. ASSDP Basic - PDCA.txt	Basic/Materi Internal/txt	Basic/Materi Internal/txt/2. ASSDP Basic - PDCA.txt	txt	7384cf5e21f8d0e14f64186f8d043a56589755fdaf9c3491bb907288ac7dc689	7384cf5e21f8d0e14f64186f8d043a56589755fdaf9c3491bb907288ac7dc689	EXACT_HASH_MATCH	lines	133	lines	133	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED		Derived mirror of WD-SRC-026 (2. ASSDP Basic - PDCA.pptx)	PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Text extraction mirror derived from original PPTX/PDF presentation.
WD-SRC-046	ASSDP	MIRROR_EXTRACTION_AID	WD-SRC-027	ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .txt	Basic/Materi Internal/txt	Basic/Materi Internal/txt/3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .txt	txt	7e92d1a9527d7efd1cb74c0d412600c237fb2b5f3f07ae6e65b5e1d44f4870ce	7e92d1a9527d7efd1cb74c0d412600c237fb2b5f3f07ae6e65b5e1d44f4870ce	EXACT_HASH_MATCH	lines	494	lines	494	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED		Derived mirror of WD-SRC-027 (3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx)	PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Text extraction mirror derived from original PPTX/PDF presentation.
WD-SRC-047	ASSDP	MIRROR_EXTRACTION_AID	WD-SRC-028	ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	7.-Demand-Management-_-Recovery-Rate.txt	Basic/Materi Internal/txt	Basic/Materi Internal/txt/7.-Demand-Management-_-Recovery-Rate.txt	txt	d53f29feb0940a6f466ade075b5b9e70a7b81723719a01fbf0ecebabe5f983e8	d53f29feb0940a6f466ade075b5b9e70a7b81723719a01fbf0ecebabe5f983e8	EXACT_HASH_MATCH	lines	545	lines	545	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED		Derived mirror of WD-SRC-028	PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Text extraction mirror derived from original PPTX/PDF presentation.
WD-SRC-048	ASSDP	MIRROR_EXTRACTION_AID	WD-SRC-029	ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	8.-Management-Visit-Guidance.txt	Basic/Materi Internal/txt	Basic/Materi Internal/txt/8.-Management-Visit-Guidance.txt	txt	428680ca9970d534e9102dbe9209cdeb7c9e931b2f10b9190c008c039c864abe	428680ca9970d534e9102dbe9209cdeb7c9e931b2f10b9190c008c039c864abe	EXACT_HASH_MATCH	lines	280	lines	280	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED		Derived mirror of WD-SRC-029	PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Text extraction mirror derived from original PPTX/PDF presentation.
WD-SRC-049	ASSDP	MIRROR_EXTRACTION_AID	WD-SRC-030	ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	9.-Niguri-AHM.txt	Basic/Materi Internal/txt	Basic/Materi Internal/txt/9.-Niguri-AHM.txt	txt	93d1f189f9d9996347123074e9660379c0e522dc880c39e5fcf35f69a1aefb95	93d1f189f9d9996347123074e9660379c0e522dc880c39e5fcf35f69a1aefb95	EXACT_HASH_MATCH	lines	111	lines	111	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED		Derived mirror of WD-SRC-030	PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Text extraction mirror derived from original PPTX/PDF presentation.
WD-SRC-050	ASSDP	ORIGINAL_SEMANTIC_SOURCE		ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	Materi Project ASSDP.pptx	Basic	Basic/Materi Project ASSDP.pptx	pptx	8da630403a2e6949a5be43be1e0bdd28608471059f9e2a613a186242b2bc273a	8da630403a2e6949a5be43be1e0bdd28608471059f9e2a613a186242b2bc273a	EXACT_HASH_MATCH	slides	101	slides	101	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-051	ASSDP	ORIGINAL_SEMANTIC_SOURCE		OWNER_APPLIED_PROJECT	OWNER_DIRECT_ARTIFACT	Project ASSDP Level Basic Tahap 1 by Egit Aristo Randas.pdf	Basic	Basic/Project ASSDP Level Basic Tahap 1 by Egit Aristo Randas.pdf	pdf	971fc6b70b601fd2f018acc8d81ef07f7b85c882892de19ae4c341010bf05cff	971fc6b70b601fd2f018acc8d81ef07f7b85c882892de19ae4c341010bf05cff	EXACT_HASH_MATCH	pages	20	pages	20	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-052	ASSDP	ORIGINAL_SEMANTIC_SOURCE		ASSDP_PROGRAM_GUIDANCE	FORMAL_TRAINING_GUIDANCE	118. Petunjuk Pelaksanaan Final Project Training ASSDP Intermediate (1).pdf	Intermediate	Intermediate/118. Petunjuk Pelaksanaan Final Project Training ASSDP Intermediate (1).pdf	pdf	eedbf2b05f8c3e156e873b5da3026466802320194f1508a751d638d4954c58a4	eedbf2b05f8c3e156e873b5da3026466802320194f1508a751d638d4954c58a4	EXACT_HASH_MATCH	pages	2	pages	2	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-053	ASSDP	ORIGINAL_SEMANTIC_SOURCE		ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	ASSDP Intemediate 2024 (1).pdf	Intermediate	Intermediate/ASSDP Intemediate 2024 (1).pdf	pdf	67947cff21f53b74aa19b8d82f76c4edc7ac654973c6e0a586de282e99e65fd9	67947cff21f53b74aa19b8d82f76c4edc7ac654973c6e0a586de282e99e65fd9	EXACT_HASH_MATCH	pages	5	pages	5	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-054	ASSDP	ORIGINAL_SEMANTIC_SOURCE		ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	ASSDP INTERMEDIATE CLOSING.pptx	Intermediate	Intermediate/ASSDP INTERMEDIATE CLOSING.pptx	pptx	dc34837182340254a5bcbaa00744081590d11516219d27167f9a2d36ef97a91b	dc34837182340254a5bcbaa00744081590d11516219d27167f9a2d36ef97a91b	EXACT_HASH_MATCH	slides	4	slides	4	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-055	ASSDP	ORIGINAL_SEMANTIC_SOURCE		ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	Business Case ASSDP (1).xlsx	Intermediate	Intermediate/Business Case ASSDP (1).xlsx	xlsx	31c065b9c5b1cad5d13177a8b651ed7db7d2aba0a66c6401311e2aa8a467b895	31c065b9c5b1cad5d13177a8b651ed7db7d2aba0a66c6401311e2aa8a467b895	EXACT_HASH_MATCH	sheets	6	sheets	6	YES	Guide | Market | Forecasting | Target per Tipe | Target per Dealer | Activity	VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-056	ASSDP	ORIGINAL_SEMANTIC_SOURCE		ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	Form Dealer Review (1).xlsx	Intermediate	Intermediate/Form Dealer Review (1).xlsx	xlsx	ecec5985765dd690e8a69df438146396294200623f383e7d72c168f311bc3a35	ecec5985765dd690e8a69df438146396294200623f383e7d72c168f311bc3a35	EXACT_HASH_MATCH	sheets	22	sheets	22	YES	Data | Dealer Profile | Target & Forecasting | Map Area | Potensi | Market | Remunerasi | Struk. Org | Act Plan | Sls Tipe | Niguri | Sls SS | Sls SF | H Act. | Ev. BTL | H. ATL | Comp | RO | TTM | Action Plan | rekapan 3 on 3 | TTFU	VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-057	ASSDP	ORIGINAL_SEMANTIC_SOURCE		ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	H1_Studi Kasus ASSDP Intemediate.pptx	Intermediate	Intermediate/H1_Studi Kasus ASSDP Intemediate.pptx	pptx	d042ea3bea7103a87b0fceb579bb4174da02af7133d55868ca14c8190168980a	d042ea3bea7103a87b0fceb579bb4174da02af7133d55868ca14c8190168980a	EXACT_HASH_MATCH	slides	43	slides	43	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-058	ASSDP	ORIGINAL_SEMANTIC_SOURCE		ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	HC3_Workshop CRM (4 Sep 2024) (1).pptx	Intermediate	Intermediate/HC3_Workshop CRM (4 Sep 2024) (1).pptx	pptx	8a87a9e7ef2fef7a4a8c0829e04120962a41d4be46f6cedd8ef3668fbe81e9bc	8a87a9e7ef2fef7a4a8c0829e04120962a41d4be46f6cedd8ef3668fbe81e9bc	EXACT_HASH_MATCH	slides	13	slides	13	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-059	ASSDP	ORIGINAL_SEMANTIC_SOURCE		ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	Materi Day 1 _ Negotiation and Be a Great Problem Solver_for AHM_ASSDP_AI_2Sept2024.pdf	Intermediate	Intermediate/Materi Day 1 _ Negotiation and Be a Great Problem Solver_for AHM_ASSDP_AI_2Sept2024.pdf	pdf	86aabbca4bfcc33042e4a83f17c8e506c69f0c3818e8b445b6ce85024ae1d89a	86aabbca4bfcc33042e4a83f17c8e506c69f0c3818e8b445b6ce85024ae1d89a	EXACT_HASH_MATCH	pages	91	pages	91	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-060	ASSDP	ORIGINAL_SEMANTIC_SOURCE		ASSDP_FORMAL_CURRICULUM	FORMAL_HONDA_TRAINING	Materi Day 2 - ASSDP Intermediate.pdf	Intermediate	Intermediate/Materi Day 2 - ASSDP Intermediate.pdf	pdf	1a5c212b8df58abc23a5d18a562cde7a7f631cd26fe8a888f9843d39a01663b9	1a5c212b8df58abc23a5d18a562cde7a7f631cd26fe8a888f9843d39a01663b9	EXACT_HASH_MATCH	pages	121	pages	121	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-061	ASSDP	ORIGINAL_SEMANTIC_SOURCE		OWNER_APPLIED_PROJECT	OWNER_DIRECT_ARTIFACT	Strategic Winning AT High Through Boosting Brand Awareness.pdf	Intermediate	Intermediate/Strategic Winning AT High Through Boosting Brand Awareness.pdf	pdf	0cc1ae144c2aa12d2bccf696fb816ab586eb8d0e3938c7d05ebfadc2b4dd38a6	0cc1ae144c2aa12d2bccf696fb816ab586eb8d0e3938c7d05ebfadc2b4dd38a6	EXACT_HASH_MATCH	pages	13	pages	13	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-062	DIRECT_UPLOAD	ORIGINAL_SEMANTIC_SOURCE		NOS_2026_CURRENT	CURRENT_OFFICIAL_NETWORK_STANDARD	00. Checklist 2026_Before After Comparison (send MD).xlsx		00. Checklist 2026_Before After Comparison (send MD).xlsx	xlsx	75be6ec2cccba747754c8d447279848c8ff4e49a5ffa47ef6e398995beef1265	75be6ec2cccba747754c8d447279848c8ff4e49a5ffa47ef6e398995beef1265	EXACT_HASH_MATCH	sheets	7	sheets	7	YES	Guidance | H1 Premises | H1 Process | H1 People | H23 Premises | H23 Process | H23 People	VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-063	DIRECT_UPLOAD	ORIGINAL_SEMANTIC_SOURCE		NOS_2026_CURRENT	CURRENT_OFFICIAL_NETWORK_STANDARD	01. Checklist 2026_Final - BigWing.xlsx		01. Checklist 2026_Final - BigWing.xlsx	xlsx	60ec085bbdd03795b0c8df53101a528b5e0d301451bdfdd4744b1ea369323015	60ec085bbdd03795b0c8df53101a528b5e0d301451bdfdd4744b1ea369323015	EXACT_HASH_MATCH	sheets	8	sheets	8	YES	Guidance | H1 Premises | H1 Process | H1 People | H23 Premises | H23 Process | H23 People | Result Summary	VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-064	DIRECT_UPLOAD	ORIGINAL_SEMANTIC_SOURCE		NOS_2023_HISTORICAL	HISTORICAL_OFFICIAL_REFERENCE	02. Checklist 2023 Regular H123.xlsx		02. Checklist 2023 Regular H123.xlsx	xlsx	68703d69a98823d43a8e0fd60762ff36c7da14cfeb4dd6d5373b4f7fd8682372	68703d69a98823d43a8e0fd60762ff36c7da14cfeb4dd6d5373b4f7fd8682372	EXACT_HASH_MATCH	sheets	8	sheets	8	YES	H1 Premises | H1 People | H1 Process | H23 Premises | H23 People | H23 Process | kriteria | Result Summary	VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-065	DIRECT_UPLOAD	ORIGINAL_SEMANTIC_SOURCE		NOS_2026_CURRENT	CURRENT_OFFICIAL_NETWORK_STANDARD	02. Checklist 2026_Final - Wing.xlsx		02. Checklist 2026_Final - Wing.xlsx	xlsx	fdceb9168f84893981c66f57526e22eea1ea6710f099f16c496d516c67ff7d62	fdceb9168f84893981c66f57526e22eea1ea6710f099f16c496d516c67ff7d62	EXACT_HASH_MATCH	sheets	8	sheets	8	YES	Guidance | H1 Premises | H1 Process | H1 People | H23 Premises | H23 Process | H23 People | Result Summary	VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-066	DIRECT_UPLOAD	ORIGINAL_SEMANTIC_SOURCE		NOS_2026_CURRENT	CURRENT_OFFICIAL_NETWORK_STANDARD	03. Checklist 2026_Final - Regular H123.xlsx		03. Checklist 2026_Final - Regular H123.xlsx	xlsx	88e247217ee7f74d47fa2e34ec20dac589e8555c21516d1ccbb1cc5e87d8e0ab	88e247217ee7f74d47fa2e34ec20dac589e8555c21516d1ccbb1cc5e87d8e0ab	EXACT_HASH_MATCH	sheets	8	sheets	8	YES	Guidance | H1 Premises | H1 Process | H1 People | H23 Premises | H23 Process | H23 People | Result Summary	VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-067	DIRECT_UPLOAD	ORIGINAL_SEMANTIC_SOURCE		NOS_2026_CURRENT	CURRENT_OFFICIAL_NETWORK_STANDARD	04. Checklist 2026_Final - Regular H1.xlsx		04. Checklist 2026_Final - Regular H1.xlsx	xlsx	d1686a5a48d31f13d946acb03415431eaa9b2a988983787e21da6033132ccbe8	d1686a5a48d31f13d946acb03415431eaa9b2a988983787e21da6033132ccbe8	EXACT_HASH_MATCH	sheets	5	sheets	5	YES	Guidance | H1 Premises | H1 Process | H1 People | Result Summary	VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-068	DIRECT_UPLOAD	ORIGINAL_SEMANTIC_SOURCE		NOS_2026_CURRENT	CURRENT_OFFICIAL_NETWORK_STANDARD	05. Checklist 2026_Final - AHASS H23.xlsx		05. Checklist 2026_Final - AHASS H23.xlsx	xlsx	fa2087b9fd36cc44ef813f62e56bc574a86a431352fe28ef85051226bbf44701	fa2087b9fd36cc44ef813f62e56bc574a86a431352fe28ef85051226bbf44701	EXACT_HASH_MATCH	sheets	5	sheets	5	YES	Guidance | H23 Premises | H23 Process | H23 People | Result Summary	VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-069	DIRECT_UPLOAD	ORIGINAL_SEMANTIC_SOURCE		NOS_2026_CURRENT	CURRENT_OFFICIAL_NETWORK_STANDARD	06. NOS POS 2026.xlsx		06. NOS POS 2026.xlsx	xlsx	49043501ffd64e19b763f494c834c2e17ea0a9e70f289d01ede875538d625006	49043501ffd64e19b763f494c834c2e17ea0a9e70f289d01ede875538d625006	EXACT_HASH_MATCH	sheets	4	sheets	4	YES	Checklist H1 | Checklist H2 | H1 Format Ceklis | H23 Format Ceklis	VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
