source_id	corpus	display_path	extension	size_bytes	sha256	source_class	authority	confidence_role	raw_publication	units_type	units_total	sheet_names	text_chars	semantic_review	canonicalized
WD-SRC-070	DIRECT_UPLOAD	07. NOS BTL 2026.xlsx	xlsx	111279	f265f03458c498c002aad1221e3546799a0b925e2940a3ebe4b8a9989541983c	NOS_2026_CURRENT	CURRENT_OFFICIAL_NETWORK_STANDARD	VERY_HIGH	DISTILL_PUBLIC_OK_RAW_HOLD	sheets	2	H1 | H23		PARTIAL_SUBSTANTIVE	NO
WD-SRC-071	DIRECT_UPLOAD	15. NOS ASSDP.pptx	pptx	2945496	51f8ce0041127cbdc2380b1fc96154d988dc966f3277dab7cfbf5bbb67ae940a	NOS_2023_HISTORICAL	HISTORICAL_OFFICIAL_REFERENCE	HIGH_HISTORICAL	DISTILL_PUBLIC_OK_RAW_HOLD	slides	16		5973	PARTIAL_SUBSTANTIVE	NO
WD-SRC-072	DIRECT_UPLOAD	Checlist NOS 2026 H1 Premises Dealer.xlsx	xlsx	113717	15dda5218cd76d4a62be7e9ccd9767ba8075e5e0cc30f56270cb5d9856cdb18b	NOS_2026_CURRENT	CURRENT_OFFICIAL_NETWORK_STANDARD	VERY_HIGH	DISTILL_PUBLIC_OK_RAW_HOLD	sheets	2	H1 Premises Dealer H123 | H1 Premises Dealer H1		PARTIAL_SUBSTANTIVE	NO
WD-SRC-073	DIRECT_UPLOAD	ND Plan & Reshape Review_Sinsen 2026.pptx	pptx	40411827	8e8f5e9a3b2d8c0aba3cb3f4e1dc0faed3811ddb6d17342202d9c19facb01279	ND_PLAN_RESHAPE_2026	CURRENT_INTERNAL_STRATEGY_REFERENCE	VERY_HIGH	DISTILL_PUBLIC_OK_RAW_HOLD	slides	64		25950	PARTIAL_SUBSTANTIVE	NO
WD-SRC-074	DIRECT_UPLOAD	Pasted markdown.md	md	10629	43f1f2c5e59fa5529468b48f06b8deede685fd7cb4327884cbac175d48f16955	CHAT_MEMORY_DISCOVERY	DISCOVERY_ONLY	LOW	DISTILL_ONLY_AFTER_OWNER_CONFIRMATION	lines	757		10609	NOT_YET	NO
WD-SRC-075	NOTION	5 Weapon Of Influence 285de854621780b3894bc70ae9edb718.md	md	36034	ff09e5179a6e3eb1a00fc33807f3e559caa32fd5cce4924eb3c7013436124de0	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	713		35542	NOT_YET	NO
WD-SRC-076	NOTION	9 Minutes 9 Slides 285de85462178075b929e19d2f415573.md	md	12699	8afde4868a958bcac9518bd26a771ff4a53f5978a33cf1e1af4131578519eefa	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	284		12470	NOT_YET	NO
WD-SRC-077	NOTION	AHM efa3ada8accd495faa800193d72c6893.md	md	111177	718b0d9e8c9e08c873173632ae2597fd8e73d616ae69a41e51245828333386f5	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	972		111157	NOT_YET	NO
WD-SRC-078	NOTION	[REDACTED_SECRET_NOTE]	md	112	[REDACTED]	SECRET_EXCLUDED	FORBIDDEN	EXCLUDE	NEVER_PUBLISH_RAW	lines	6		112	EXCLUDED	NO
WD-SRC-079	NOTION	ASSDP Advance 284de854621780dca204c6ec00b7e3ad.md	md	10330	033b398bd9a2c3c73cec68748540cee5f4c38d5c24b35e04f83eed4a62aef860	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	202		10304	NOT_YET	NO
WD-SRC-080	NOTION	ASSDP Intermediate f2b38f764c394383a08a8b4f912c8174.md	md	332	6a571760ab1f4fe15fae03a6ff46f15485538a5bd6b880b0776a3b52ad883f71	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	11		332	NOT_YET	NO
WD-SRC-081	NOTION	BWI 285de8546217800cb9f8c38666c11b67.md	md	102824	5b4ce82a461bfff88d2926a303a8aa1605c4496ada499d1273b49bfacc437295	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	1843		102055	NOT_YET	NO
WD-SRC-082	NOTION	BWI c68a6699daba4d2bb6ccfff822456f66.md	md	71966	98b656fd0064c071cc7ff6f015eb7aa20f98cb8800955657c0b2daa9e69e4eac	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	1793		71899	NOT_YET	NO
WD-SRC-083	NOTION	Change Management 286de854621780a4a9acc9ebb345d1db.md	md	17698	066d4270393aecee9e09c13fcf51b90d14d918835d00ca99647fd00e1f084d37	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	289		17500	NOT_YET	NO
WD-SRC-084	NOTION	Data Analytics 19dde8546217807e8f50f06cff3fb851.md	md	173523	03ebf0c69a57bc5bf56a76ab399d98e975041fd27de9fbf7b26e05b37d2c5bca	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	1837		173022	NOT_YET	NO
WD-SRC-085	NOTION	Final Project Presentation 108de85462178023b2e5d7eff76fc8da.md	md	90659	8281e57ff70dea5cecdf0d46b7f4624aa9d53038255326ffb8bf1cf8f6a65416	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	1741		90556	NOT_YET	NO
WD-SRC-086	NOTION	Final Project Presentation Breakthrough Strategy & 160de85462178026b9b6dd149983e583.md	md	3750	09e25b9b05d8ed91fb38c0b7d994532a3533e043cc6a4bdc213b21cab6a4fdba	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	75		3750	NOT_YET	NO
WD-SRC-087	NOTION	Focus on Your Customer 286de854621780f0bddfe35c65143096.md	md	24927	8131c7bdd8a08ec4bec541f68a380e9079445ecd9679f428466fa5977d6445e3	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	426		24691	NOT_YET	NO
WD-SRC-088	NOTION	How to Good SPV 284de8546217803e8df1e64c534f4725.md	md	41551	65faca19ab2f9a4ccbc3ba461f98e5f62c6ce0dcb9308e4dac77a797a88284df	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	794		41297	NOT_YET	NO
WD-SRC-089	NOTION	Leader as Coach 285de8546217801fb244cc465552a1d9.md	md	44651	6e69df979b3e64fc5874833b29c17370c47790c984b68c30c4ad8308364bbcd6	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	1021		44019	NOT_YET	NO
WD-SRC-090	NOTION	Network Assisting Program (NAP) 197de854621780fa8940dc8f8705c324.md	md	33	4bde2685e7cb9f3ce850f91564ae9024acd8a96b2eec9c4783fef19a5288d7c4	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	1		33	NOT_YET	NO
WD-SRC-091	NOTION	NHDP 13cde8546217809fbff8fd050c0ada94.md	md	43829	d251eb02e273e41622e69d8fcaaf61c160bda7aeb0fb44986e558dca637739a4	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	561		43467	NOT_YET	NO
WD-SRC-092	NOTION	NPS 286de854621780b89eadfbf5a9978704.md	md	7508	599b328c1513ccabed3a2d50dd7cc46fd5cce58a1a1e1a354485fb4c666282d0	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	125		7356	NOT_YET	NO
WD-SRC-093	NOTION	Organizational Development 286de85462178012b249c4e93d559cc2.md	md	10077	e341d0590c46d2268e62bd5737b33db79179465a54f724d1d75f3641b301a599	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	195		9981	NOT_YET	NO
WD-SRC-094	NOTION	Power of Moments 286de854621780c28241e5e09a463375.md	md	29734	c2a1ae36b68a10069625382c563007231c29ab7ac4cdf0765d89626f4393402a	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	558		29358	NOT_YET	NO
WD-SRC-095	NOTION	Presentation in Action 285de854621780f58cbdfb02ae67ffb9.md	md	24220	b481fc14e86382cab46dac03d2e7c00cb709c78291285e90f9e8b72ae7a2dfe2	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	655		23896	NOT_YET	NO
WD-SRC-096	NOTION	Project Dashboard Sales Power BI 1bdde854621780f881a9e60c65836e63.md	md	2842	02cc3fcfa6f97ce7f89692b01eead007c1789d7aa0d2c602ebbf6a7494fdfe10	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	55		2842	NOT_YET	NO
WD-SRC-097	NOTION	Reshape 317de8546217800a9a63e12937400d72.md	md	2361	11ab36c28f921e2767dedabfccec08e04618d58d3a7914e23480c4504af4d174	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	34		2359	NOT_YET	NO
WD-SRC-098	NOTION	[REDACTED_SECRET_NOTE]	md	79	[REDACTED]	SECRET_EXCLUDED	FORBIDDEN	EXCLUDE	NEVER_PUBLISH_RAW	lines	5		79	EXCLUDED	NO
WD-SRC-099	NOTION	Skrip 1ddde854621780fca3fbcc02ace2fba6.md	md	19335	d5f9944eaeefd2a5f2db6f1e259dd6a60fe7450e3a4cbbeee7165d00ece8ba70	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	330		19319	NOT_YET	NO
WD-SRC-100	NOTION	Summary 285de8546217802eb416cee1aca3c29f.md	md	5450	fd644cc3272e3f85e26c674a13fa80a44fb3eb33f398d84f98d39fa69cda186b	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	125		5428	NOT_YET	NO
WD-SRC-101	NOTION	Test 645ef996a2f144229b5cfed41016c9be.md	md	8730	034ad283878f3636a69581f0b86870564dfd2c0d6366b35cdfeb84e70908084a	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	234		8730	NOT_YET	NO
WD-SRC-102	NOTION	Training c3ad656f8b4e433b9a918ce04183d397.md	md	736	301147571f2e278802400b99baa0844e5fec6933642c3ccc608509fc4d277c52	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	20		732	NOT_YET	NO
WD-SRC-103	NOTION	Work 13fde85462178026a231eeb63ec903ca.md	md	624	e59461e2f28a01bbe46a9a4d54f730f0413d0d0fb1f6f211f4c02a8fc26c9041	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	17		624	NOT_YET	NO
WD-SRC-104	NOTION	Working Holiday Visa Aussie 14dde8546217803d994fcc1c0de3cccb.md	md	59094	[REDACTED]	OUT_OF_SCOPE	NONE	EXCLUDE	DO_NOT_INGEST	lines	1548		58633	EXCLUDED	NO
WD-SRC-105	NOTION	Workshop 284de854621780baa650e24357902e1c.md	md	8693	6daff53e9c4741c45014675b16d519f67b14e71f703b811db561b648336857b7	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	131		8663	NOT_YET	NO
WD-SRC-106	NOTION	Wrap up materi assdp 284de854621780f489f6d7baf6f0b5e2.md	md	33095	5d68d15e959798754dcb1f5081aa56943a9305d82f89ee5fcb416e9546e57254	PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	LOW_TO_MEDIUM	DISTILL_AFTER_RECONCILIATION_RAW_HOLD	lines	759		32829	NOT_YET	NO
