bundle	relative_path	filename	extension	bytes	sha256	units_type	units_total	source_role	scope	privacy_class	authority_hint	duplicate_group	notes
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi BWI/TS AHM ASSDP Basic.pdf	TS AHM ASSDP Basic.pdf	pdf	27270790	7ac65f916f9c92b2cf29e4cdf41825e1dd134a6c7ad4cc8989b7c3fa6b59bbe1	pages	137	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/1. ASSDP Channel Management 2023.pptx	1. ASSDP Channel Management 2023.pptx	pptx	4565590	1e30f6df8d01e28230df42e2ba42583c52dca957ea8009409ebbfe0a851ec9af	slides	27	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/10. Sales _ Stock Monitoring per Dealer.pptx	10. Sales _ Stock Monitoring per Dealer.pptx	pptx	1244294	2dbf823a1b4177c31618df0718ce1fd12b98006034036ca580bda04dd9f293b3	slides	12	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/11. Analisa Pricing _ FID-BA.pptx	11. Analisa Pricing _ FID-BA.pptx	pptx	1049471	7f63c659bbbc529b7679ed7e32baff7bd5ec84e37aa226ffdff3f52ee49df471	slides	16	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/12. PICA.pptx	12. PICA.pptx	pptx	2799172	999dea815f1d9cd08f4464326aff1f034cd35eb1a89ffb75addad2b6174e9390	slides	31	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/13. KPI Highlight - ASSDP Jun_23.pptx	13. KPI Highlight - ASSDP Jun_23.pptx	pptx	4050372	c9ff4f1a3895b84797bf28a9d178fd5e832a3d164c2fe8ea80b9c74d07969ee8	slides	16	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/14. My Hero - ASSDP 2023.pptx	14. My Hero - ASSDP 2023.pptx	pptx	10155127	c5e3ba7eb9a94d725c84b02f97478def42ff08dd2ae3b5a2c92e043dcd33f436	slides	17	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/15. INS ASSDP.pptx	15. INS ASSDP.pptx	pptx	1083695	db9bbe35b2fff0e2b1b28d54180dccfb52f7c05ddf1ceab6b18ae88db4213275	slides	12	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/15. NOS ASSDP.pptx	15. NOS ASSDP.pptx	pptx	2945496	51f8ce0041127cbdc2380b1fc96154d988dc966f3277dab7cfbf5bbb67ae940a	slides	16	IDENTICAL_DUPLICATE_ALIAS	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW	DUP-001	Identical SHA256 to NOS/2023/15. NOS ASSDP.pptx
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/15. TTM ASSDP.pptx	15. TTM ASSDP.pptx	pptx	8297188	e4bbe0b94bed97f905abe1a2817fcab537b0bded29f18b685a4ce76f58a202ec	slides	28	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/2. ASSDP Basic - PDCA.pptx	2. ASSDP Basic - PDCA.pptx	pptx	2919910	7ed4e6545e05812fbabe943e9a5c23c480fc9d2d8440bf7845b8e0ebf5074612	slides	10	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	pptx	4098908	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	slides	39	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/7. Demand Management _ Recovery Rate.pptx	7. Demand Management _ Recovery Rate.pptx	pptx	2888307	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	slides	31	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/8. Management Visit Guidance.pptx	8. Management Visit Guidance.pptx	pptx	3042468	07437a9a0267534d7c4075c188b2e9d2075cf5849d053911ed76d287de9a0eb9	slides	28	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/9. Niguri AHM.pptx	9. Niguri AHM.pptx	pptx	456287	ae4580ed1d5fee7498c712beb280e11783022579255cf4cc449460f05eeab490	slides	11	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/Materi/AUM 191023.pdf	AUM 191023.pdf	pdf	15683444	8ddc1a1e2f997f266da1b197fe168da235b9a69049f14c59c444e233b71fb22f	pages	15	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/Materi/FINAL 19-10-2023 ASSDP MD SHARING.pdf	FINAL 19-10-2023 ASSDP MD SHARING.pdf	pdf	5413573	b5a7bec8935e7d1dd6a3120da9d9326b9263e568288b6e660c9ff9abb7fa0d4f	pages	28	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/Materi/FINAL 19-10-2023 LOL BALI.pdf	FINAL 19-10-2023 LOL BALI.pdf	pdf	2620045	33e622d42be7464ec14762412f58178b5493a0739b71caabb0f56f7d19318ae0	pages	16	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/Materi/FINAL 19-10-2023 SPV AREA SHARING.pdf	FINAL 19-10-2023 SPV AREA SHARING.pdf	pdf	3287888	28670165e9b701aac4d41b287a66b8dcc6b23526594b741528ebfc0628330642	pages	13	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/Materi/Leading Change AHM Harris Seminyak Handout.pdf	Leading Change AHM Harris Seminyak Handout.pdf	pdf	13157159	05fe20f34525e3aed384d3b967ab2e27ab1002a445b4ec9e17688ad5b5d2de3f	pages	55	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/txt/1. ASSDP Channel Management 2023.txt	1. ASSDP Channel Management 2023.txt	txt	12537	006b65e4e4278fd314aef3f8753bb49af4b127b7bfe9e6c6258f7f1f445817e0	lines	309	MIRROR_EXTRACTION_AID	IN_SCOPE	PRIVATE_SOURCE	DERIVED_TEXT_AID		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/txt/10.-Sales-_-Stock-Monitoring-per-Dealer.txt	10.-Sales-_-Stock-Monitoring-per-Dealer.txt	txt	4660	27800fc5dd31e9be74f23d0d46252c620cc6bce914d58abb3b2edab8e96f659a	lines	114	MIRROR_EXTRACTION_AID	IN_SCOPE	PRIVATE_SOURCE	DERIVED_TEXT_AID		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/txt/11. Analisa Pricing _ FID-BA.txt	11. Analisa Pricing _ FID-BA.txt	txt	5833	20e07f5921819709bb56605d58bbda85fcef82a87aed457874eaa01423086b46	lines	231	MIRROR_EXTRACTION_AID	IN_SCOPE	PRIVATE_SOURCE	DERIVED_TEXT_AID		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/txt/12. PICA.txt	12. PICA.txt	txt	8237	774db657a1374a8ca1982fe9458d63a73f9dba77b4dd07641114d1e23a60ec33	lines	468	MIRROR_EXTRACTION_AID	IN_SCOPE	PRIVATE_SOURCE	DERIVED_TEXT_AID		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/txt/13. KPI Highlight - ASSDP Jun_23.txt	13. KPI Highlight - ASSDP Jun_23.txt	txt	3214	3ed2f37ae8716d47f6e8c5522eee9c37ccf9d9ccb17c12380ee3c9e43f526666	lines	222	MIRROR_EXTRACTION_AID	IN_SCOPE	PRIVATE_SOURCE	DERIVED_TEXT_AID		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/txt/14.-My-Hero-ASSDP-2023.txt	14.-My-Hero-ASSDP-2023.txt	txt	17710	8298f85f441958b588eea4c3eb21fd97eae42d1f70b33b1b4a58539106809050	lines	304	MIRROR_EXTRACTION_AID	IN_SCOPE	PRIVATE_SOURCE	DERIVED_TEXT_AID		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/txt/15.-INS-ASSDP.txt	15.-INS-ASSDP.txt	txt	13745	422a22dc3104fee8e4a19ce1ba5bc4462d322241d80b450edecb2ec04c8785a1	lines	225	MIRROR_EXTRACTION_AID	IN_SCOPE	PRIVATE_SOURCE	DERIVED_TEXT_AID		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/txt/15.-NOS-ASSDP.txt	15.-NOS-ASSDP.txt	txt	15620	e6869533f3c7ff4124479d78b6c26630527aa06f772c69caec7015a8659272b8	lines	263	MIRROR_EXTRACTION_AID	IN_SCOPE	PRIVATE_SOURCE	DERIVED_TEXT_AID		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/txt/15.-TTM-ASSDP.txt	15.-TTM-ASSDP.txt	txt	24976	92f92f0f8b854387337cbed1e9e6e3416df536595add4ef60369909bcc92f7b0	lines	349	MIRROR_EXTRACTION_AID	IN_SCOPE	PRIVATE_SOURCE	DERIVED_TEXT_AID		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/txt/2. ASSDP Basic - PDCA.txt	2. ASSDP Basic - PDCA.txt	txt	5869	7384cf5e21f8d0e14f64186f8d043a56589755fdaf9c3491bb907288ac7dc689	lines	133	MIRROR_EXTRACTION_AID	IN_SCOPE	PRIVATE_SOURCE	DERIVED_TEXT_AID		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/txt/3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .txt	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .txt	txt	9349	7e92d1a9527d7efd1cb74c0d412600c237fb2b5f3f07ae6e65b5e1d44f4870ce	lines	494	MIRROR_EXTRACTION_AID	IN_SCOPE	PRIVATE_SOURCE	DERIVED_TEXT_AID		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/txt/7.-Demand-Management-_-Recovery-Rate.txt	7.-Demand-Management-_-Recovery-Rate.txt	txt	32074	d53f29feb0940a6f466ade075b5b9e70a7b81723719a01fbf0ecebabe5f983e8	lines	545	MIRROR_EXTRACTION_AID	IN_SCOPE	PRIVATE_SOURCE	DERIVED_TEXT_AID		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/txt/8.-Management-Visit-Guidance.txt	8.-Management-Visit-Guidance.txt	txt	12356	428680ca9970d534e9102dbe9209cdeb7c9e931b2f10b9190c008c039c864abe	lines	280	MIRROR_EXTRACTION_AID	IN_SCOPE	PRIVATE_SOURCE	DERIVED_TEXT_AID		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Internal/txt/9.-Niguri-AHM.txt	9.-Niguri-AHM.txt	txt	4729	93d1f189f9d9996347123074e9660379c0e522dc880c39e5fcf35f69a1aefb95	lines	111	MIRROR_EXTRACTION_AID	IN_SCOPE	PRIVATE_SOURCE	DERIVED_TEXT_AID		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Materi Project ASSDP.pptx	Materi Project ASSDP.pptx	pptx	10845101	8da630403a2e6949a5be43be1e0bdd28608471059f9e2a613a186242b2bc273a	slides	101	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Basic/Project ASSDP Level Basic Tahap 1 by Egit Aristo Randas.pdf	Project ASSDP Level Basic Tahap 1 by Egit Aristo Randas.pdf	pdf	4761575	971fc6b70b601fd2f018acc8d81ef07f7b85c882892de19ae4c341010bf05cff	pages	20	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Intermediate/118. Petunjuk Pelaksanaan Final Project Training ASSDP Intermediate (1).pdf	118. Petunjuk Pelaksanaan Final Project Training ASSDP Intermediate (1).pdf	pdf	131963	eedbf2b05f8c3e156e873b5da3026466802320194f1508a751d638d4954c58a4	pages	2	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Intermediate/ASSDP INTERMEDIATE CLOSING.pptx	ASSDP INTERMEDIATE CLOSING.pptx	pptx	195877	dc34837182340254a5bcbaa00744081590d11516219d27167f9a2d36ef97a91b	slides	4	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Intermediate/ASSDP Intemediate 2024 (1).pdf	ASSDP Intemediate 2024 (1).pdf	pdf	4169602	67947cff21f53b74aa19b8d82f76c4edc7ac654973c6e0a586de282e99e65fd9	pages	5	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Intermediate/Business Case ASSDP (1).xlsx	Business Case ASSDP (1).xlsx	xlsx	40392	31c065b9c5b1cad5d13177a8b651ed7db7d2aba0a66c6401311e2aa8a467b895	sheets	6	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Intermediate/Form Dealer Review (1).xlsx	Form Dealer Review (1).xlsx	xlsx	3680067	ecec5985765dd690e8a69df438146396294200623f383e7d72c168f311bc3a35	sheets	22	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Intermediate/H1_Studi Kasus ASSDP Intemediate.pptx	H1_Studi Kasus ASSDP Intemediate.pptx	pptx	15084954	d042ea3bea7103a87b0fceb579bb4174da02af7133d55868ca14c8190168980a	slides	43	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Intermediate/HC3_Workshop CRM (4 Sep 2024) (1).pptx	HC3_Workshop CRM (4 Sep 2024) (1).pptx	pptx	3434813	8a87a9e7ef2fef7a4a8c0829e04120962a41d4be46f6cedd8ef3668fbe81e9bc	slides	13	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Intermediate/Materi Day 1 _ Negotiation and Be a Great Problem Solver_for AHM_ASSDP_AI_2Sept2024.pdf	Materi Day 1 _ Negotiation and Be a Great Problem Solver_for AHM_ASSDP_AI_2Sept2024.pdf	pdf	4401738	86aabbca4bfcc33042e4a83f17c8e506c69f0c3818e8b445b6ce85024ae1d89a	pages	91	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Intermediate/Materi Day 2 - ASSDP Intermediate.pdf	Materi Day 2 - ASSDP Intermediate.pdf	pdf	6406881	1a5c212b8df58abc23a5d18a562cde7a7f631cd26fe8a888f9843d39a01663b9	pages	121	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
1. ASSDP Lite.zip	1. ASSDP Lite/Intermediate/Strategic Winning AT High Through Boosting Brand Awareness.pdf	Strategic Winning AT High Through Boosting Brand Awareness.pdf	pdf	3917113	0cc1ae144c2aa12d2bccf696fb816ab586eb8d0e3938c7d05ebfadc2b4dd38a6	pages	13	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	TRAINING_OR_OWNER_ARTIFACT_PENDING_REVIEW		
NOS.zip	NOS/2023/02. Checklist 2023 Regular H123.xlsx	02. Checklist 2023 Regular H123.xlsx	xlsx	7092796	68703d69a98823d43a8e0fd60762ff36c7da14cfeb4dd6d5373b4f7fd8682372	sheets	8	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	HISTORICAL_NETWORK_STANDARD		
NOS.zip	NOS/2023/15. NOS ASSDP.pptx	15. NOS ASSDP.pptx	pptx	2945496	51f8ce0041127cbdc2380b1fc96154d988dc966f3277dab7cfbf5bbb67ae940a	slides	16	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	HISTORICAL_NETWORK_STANDARD	DUP-001	
NOS.zip	NOS/2026/00. Checklist 2026_Before After Comparison (send MD).xlsx	00. Checklist 2026_Before After Comparison (send MD).xlsx	xlsx	450310	75be6ec2cccba747754c8d447279848c8ff4e49a5ffa47ef6e398995beef1265	sheets	7	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	CURRENT_NETWORK_STANDARD		
NOS.zip	NOS/2026/01. Checklist 2026_Final - BigWing.xlsx	01. Checklist 2026_Final - BigWing.xlsx	xlsx	284721	60ec085bbdd03795b0c8df53101a528b5e0d301451bdfdd4744b1ea369323015	sheets	8	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	CURRENT_NETWORK_STANDARD		
NOS.zip	NOS/2026/02. Checklist 2026_Final - Wing.xlsx	02. Checklist 2026_Final - Wing.xlsx	xlsx	273500	fdceb9168f84893981c66f57526e22eea1ea6710f099f16c496d516c67ff7d62	sheets	8	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	CURRENT_NETWORK_STANDARD		
NOS.zip	NOS/2026/03. Checklist 2026_Final - Regular H123.xlsx	03. Checklist 2026_Final - Regular H123.xlsx	xlsx	331853	88e247217ee7f74d47fa2e34ec20dac589e8555c21516d1ccbb1cc5e87d8e0ab	sheets	8	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	CURRENT_NETWORK_STANDARD		
NOS.zip	NOS/2026/04. Checklist 2026_Final - Regular H1.xlsx	04. Checklist 2026_Final - Regular H1.xlsx	xlsx	182936	d1686a5a48d31f13d946acb03415431eaa9b2a988983787e21da6033132ccbe8	sheets	5	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	CURRENT_NETWORK_STANDARD		
NOS.zip	NOS/2026/05. Checklist 2026_Final - AHASS H23.xlsx	05. Checklist 2026_Final - AHASS H23.xlsx	xlsx	175772	fa2087b9fd36cc44ef813f62e56bc574a86a431352fe28ef85051226bbf44701	sheets	5	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	CURRENT_NETWORK_STANDARD		
NOS.zip	NOS/2026/06. NOS POS 2026.xlsx	06. NOS POS 2026.xlsx	xlsx	46280	49043501ffd64e19b763f494c834c2e17ea0a9e70f289d01ede875538d625006	sheets	4	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	CURRENT_NETWORK_STANDARD		
NOS.zip	NOS/2026/07. NOS BTL 2026.xlsx	07. NOS BTL 2026.xlsx	xlsx	111279	f265f03458c498c002aad1221e3546799a0b925e2940a3ebe4b8a9989541983c	sheets	2	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	CURRENT_NETWORK_STANDARD		
NOS.zip	NOS/2026/Checlist NOS 2026 H1 Premises Dealer.xlsx	Checlist NOS 2026 H1 Premises Dealer.xlsx	xlsx	113717	15dda5218cd76d4a62be7e9ccd9767ba8075e5e0cc30f56270cb5d9856cdb18b	sheets	2	ORIGINAL_SEMANTIC_SOURCE	IN_SCOPE	PRIVATE_SOURCE	CURRENT_NETWORK_STANDARD		
